F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
46.364,-1.14,1,1.3578,0,-22.53,-3.35959,-5.1168,8475.56,-14.883,3650.64,-97040.94,8.838,-3.7572,2129.16,34.3,-5.7654,9623.49,-309.79,-5410.31,8.84,False
134.94,-4.14,0,1.6003,1,-11.8233,-3.36216,-7.854,7167.84,-12.3345,-3990.9,-96932.688,7.605,-4.3494,2039.3709,26.17,-8.764,10440.63,296.11,-5516.44,,True
46.928,-1.14,0,2.115,1,-11.322,-3.525,-3.4248,7749.84,-12.9984,-2810.36,-96936.226,9.66,-4.3032,3086.01,32.1362,-5.878,7959.03,150.82,-5693.53,,True
42.814,-1.14,0,1.7804,1,-11.4666,-3.738,-3.5818,7228.04,-12.6675,-5786.36,-96903.794,6.9795,-3.8808,2643.51,15.996,-4.43408,10908.93,469.31,-5670.03,11.39,True
48.812,-1.14,0,1.7512,0,-11.7912,-3.9641,-7.104,8459.31,-18.828,-2905.36,-96913.996,5.44356,-4.2101,2111.64,41.376,-4.7704,8808.33,111.38,-5425.94,10.57,False
54.462,-4.14,0,1.1474,0,-12.2892,-3.5495,-6.522,7650.84,-13.0011,-5680.56,-96905.068,6.7362,-3.885,2095.05,40.068,-4.945,10429.53,1498.61,-5348.93,,True
42.438,-4.14,1,1.6866,0,-13.3527,-3.39833,-5.178,8513.14,-20.667,1262.64,-96858.4,5.23788,-3.7873,2083.38,40.104,-4.389,9468.93,62.77,-7199.63,9.91,True
92.76,-1.14,1,1.5757,0,-13.0917,-3.5737,-7.688,8480.14,-13.956,-3879.54,-96877.72,8.904,-4.664,2079.21,30.7354,-6.934,10025.7,470.71,-5538.12,10.44,False
78.38,-4.14,1,2.586,1,-11.3025,-3.6704,-3.3868,6833.44,-11.3673,-3009.96,-96987.86,5.41632,-4.5738,3596.31,30.87038,-7.814,7464.03,156.2,-5567.23,10.88,True
44.438,-1.14,0,1.7048,0,-13.35,-3.36022,-3.715,8887.24,-12.2394,-4053.7,-96895.3,8.895,-3.8872,2474.31,23.49,-5.4278,9942.87,377.51,-5384.21,9.65,False
39.566,-1.14,1,1.7556,0,-17.121,-3.655,-3.3225,8593.06,-13.0728,-3256.76,-97025.68,6.8271,-4.5588,4391.31,31.4324,-5.3472,9580.71,304.21,-5668.93,,False
37.28,-1.14,1,2.34,0,-11.0883,-3.38764,-4.5654,8681.84,-13.941,-3995.92,-96750.4,9.06,-4.1608,2053.899,42.38,-6.526,11959.53,268.51,-5573.03,,False
51.008,-1.14,1,2.911,0,-12.1107,-3.37974,-11.818,9832.64,-11.0415,-3608.96,-96927.12,10.416,-4.3164,2098.5,36.742,-6.358,9396.33,239.71,-5421.27,9.79,False
40.504,-4.14,1,2.517,1,-23.1,-3.36422,-4.232,8594.42,-15.153,-2928.96,-97099.16,8.229,-4.3658,2188.53,34.348,-4.7068,9658.02,48.1,-5290.83,,False
138.6,-4.14,1,1.4076,1,-15.312,-3.38761,-3.9646,8121.64,-18.822,-3553.36,-96887.74,10.113,-4.0421,1528.11,40.674,-5.032,9978.9,-299.59,-5824.43,10.29,True
38.318,-1.14,0,1.5445,1,-11.8101,-3.702,-6.97,8625.58,-14.628,-4123.84,-96878.02,8.214,-3.8045,1997.64,33.08,-6.64,10622.13,65.86,-5395.76,10.04,False
83.72,-4.14,0,1.2552,0,-18.816,-3.7835,-3.7368,8150.84,-16.092,-4076.94,-96974.12,7.437,-4.5489,2606.01,30.3742,-4.9968,9842.67,1251.61,-5768.53,,True
35.6936,-4.14,1,1.8308,0,-13.1535,-3.340001,-4.8408,9441.44,-11.0973,-3504.16,-96811.28,7.0902,-3.8656,2119.08,25.468,-4.5456,10131.03,420.11,-6900.63,,True
58.2,-4.14,0,1.5503,0,-14.316,-3.36972,-3.8454,-4385.36,-10.76313,-1335.36,-96902.232,7.5594,-3.906,2434.11,33.644,-4.5664,9326.73,30.08,-5942.83,,True
48.652,-4.14,0,1.2457,0,-11.7375,-3.9838,-3.26312,-1927.36,-10.77858,-3886.46,-96784.7,8.721,-5.929,2659.41,31.354,-5.5414,9529.38,-214.29,-5265.83,,True
61.3,-4.14,0,1.0739,0,-11.526,-3.36147,-4.2374,8253.48,-12.5955,-3861.62,-96903.514,9.54,-5.473,2255.22,36.196,-5.7824,9633.84,1235.61,-5402.55,,False
39.954,-4.14,1,1.3297,0,-11.58,-3.6901,-3.7592,8112.24,-17.943,-3976.74,-96855.16,5.8632,-7.31,1911.27,13.462,-9.462,10997.43,485.81,-5521.03,10.9,True
50.176,-4.14,0,1.3657,0,-11.85,-3.343258,-8.97,8415.06,-13.2189,-3909.1,-96904.812,5.9091,-4.882,2133.81,36.32,-4.657,9774.0486,1098.11,-5906.73,10.42,True
49.624,-1.14,1,1.677,0,-11.1576,-3.36185,-5.536,8498.28,-20.1,-3955.674,-96808.24,6.2172,-5.398,1909.95,36.352,-7.764,11915.73,13.01,-5439.923,10.39,False
51.136,-4.14,0,1.5165,0,-13.746,-3.9377,-5.061,5102.64,-11.223,-2374.16,-96941.02,5.9457,-4.1951,2241.06,32.0088,-12.808,9118.23,129.991,-5490,,True
50.842,-1.14,0,1.3867,0,-11.3328,-3.35466,-4.9444,1672.64,-10.9149,-2684.16,-96997.3,7.1778,-4.0402,2299.02,35.358,-8.744,7462.83,70.85,-5403.41,9.78,True
89.08,-1.14,1,3.715,1,-16.107,-3.4407,-4.5354,8125.04,-16.092,-3869.12,-96904.328,7.8342,-5.681,1846.14,44.026,-5.032,9936.84,100.79,-5823.63,,True
40.066,-1.14,0,1.4077,1,-12.2301,-3.5571,-4.6106,9095.64,-12.7692,-1643.36,-96927.156,5.94,-4.0067,2629.11,31.00436,-4.978,8442.63,886.41,-5821.83,9.01,False
52.486,-1.14,1,3.794,0,-12.0006,-4.0365,-3.5304,8132.84,-13.986,-2919.76,-96858.08,8.547,-4.3173,2223.93,16.09,-4.882,9346.23,135.023,-6373.33,11.27,True
112.22,-4.14,1,1.6927,0,-10.75656,-3.42666,-3.8346,7499.64,-11.9346,-3162.96,-96953.66,7.1442,-3.834,1161.51,28.634,-6.316,15499.53,-170.89,-5610.53,9.63,True
42,-4.14,0,1.4072,1,-16.584,-3.6061,-5.0012,8085.64,-15.15,-3694.36,-96893.86,7.3227,-4.4736,2009.91,40.282,-5.763,9777.159,-101.29,-5437.642,,False
38.634,-1.14,1,1.9314,0,-13.3245,-4.587,-10.314,8289.04,-12.5349,-3841.98,-96988.3,6.0231,-4.423,2062.128,28.388,-7.61,10000.17,329.21,-5535.44,11.28,False
47.884,-4.14,1,3.208,1,-11.3682,-3.6633,-4.2718,8038.04,-15.429,-3722.96,-96906.912,6.1152,-5.419,2292.24,39.98,-4.7244,8370.63,109.67,-5179.23,,False
58.38,-4.14,0,1.09049,0,-11.6664,-3.38028,-5.81,8536.34,-15.195,-3162.56,-96878.78,6.8046,-3.9973,1956.09,31.2976,-4.4758,10441.23,-519.59,-6413.93,9.69,False
73.46,-1.14,1,2.233,1,-12.5091,-3.341078,-3.8036,7903.04,-13.629,-5217.96,-96662,6.453,-3.9663,2535.81,29.8672,-6.902,10271.43,359.61,-5431.78,8.36,False
51.306,-1.14,0,3.491,1,-11.9478,-3.3402045,-3.8218,8945.84,-12.4593,-3101.36,-96751.12,13.677,-4.4405,2411.61,32.1562,-4.9726,8892.03,117.1,-5443.203,10.34,False
99.96,-4.14,1,1.5673,1,-11.8212,-4.504,-9.036,11224.64,-10.9134,-3989.56,-97042.74,6.5649,-5.999,2107.56,43.19,-8.644,10007.07,524.01,-5392.4,8.64,False
44.222,-1.14,1,2.389,0,-12.8337,-3.9474,-9.74,8705.64,-19.557,-4184.16,-97111.54,5.6562,-4.141,2028.651,42.016,-7.01,10611.93,271.51,-5531.76,,False
45.138,-1.14,0,3.194,1,-11.9946,-3.5133,-3.25616,8344.58,-12.432,-3922.466,-202457.8,5.24025,-7.134,-2192.19,31.5154,-8.488,10793.73,49.94,-5469.06,,False
43.076,-4.14,0,1.3311,0,-12.4296,-3.5251,-8.55,8146.44,-15.879,-4698.56,-96934.652,8.832,-3.7842,2058.267,20.696,-8.386,10238.13,605.71,-5499.79,12.09,True
71.68,-4.14,1,1.5571,1,-12.3789,-4.747,-3.538,8731.84,-13.902,-2873.36,-97088.32,11.508,-3.9845,1567.71,40.412,-4.43206,10084.83,31.65,-6658.63,9.69,True
56.82,-4.14,1,1.3577,0,-11.9238,-3.4986,-7.722,6649.44,-12.0747,-4096.02,-96932.558,9.933,-3.8535,1969.86,24.104,-4.925,10334.73,-436.39,-5273.43,,False
64.02,-1.14,1,4.466,1,-12.8772,-3.873,-6.838,8608.66,-13.779,-3721.56,-97063.52,9.183,-4.481,2132.13,47.204,-4.4373,9719.25,179.98,-5657.83,,True
44.16,-4.14,1,1.09738,1,-10.73001,-3.3557,-7.022,6194.64,-11.2614,-3127.96,-96941.86,5.5455,-4.4809,2134.71,33.8,-6.268,4420.53,1141.61,-5671.13,,True
39.742,-4.14,0,2.961,1,-14.448,-3.341338,-4.1306,8532.1,-14.502,-4240.96,-96872.1,6.2316,-3.7898,1925.31,36.294,-7.088,10045.14,128.62997,-5421.94,,False
35.424656,-4.14,1,1.5778,0,-10.9308,-3.6014,-6.784,7351.44,-12.4731,-4294.76,-96823.06,5.7165,-4.6232,2061.303,20.418,-7.702,12233.43,325.51,-5417.14,,False
97.68,-1.14,1,1.4853,1,-11.4423,-4.2522,-3.7474,8405.32,-11.07,-3922.318,-96906.72,8.289,-4.821,2221.92,35.472,-4.5284,10625.13,475.21,-6201.83,,True
36.0472,-4.14,0,2.405,0,-11.7426,-3.43663,-3.30984,8484.9,-13.4205,-4187.76,-97188,5.8035,-4.5583,2239.05,21.664,-6.994,10669.23,188.58,-5374.93,9.76,False
42.818,-1.14,1,2.576,0,-13.3911,-3.9304,-11.08,8714.24,-11.6298,-2733.56,-96814.84,9.399,-3.8795,2060.502,31.9354,-4.5038,9690.93,144.54,-5272.23,,False
57.54,-1.14,1,1.8841,1,-14.436,-3.35156,-3.5084,8467.96,-19.938,-3714.16,-96972.42,9.918,-4.943,3367.11,48.826,-4.4762,9569.13,339.81,-5416.62,8.19,False
59.86,-1.14,0,2.729,0,-14.514,-3.36301,-3.3119,8276.46,-23.565,-3967.08,-96918.706,7.2132,-4.977,6096.81,34.498,-6.2228,9664.26,355.11,-5542.41,,True
47.134,-1.14,0,1.196,1,-11.3379,-5.034,-3.31766,8681.64,-14.79,-3475.36,-96920.206,6.3909,-4.5055,5697.81,25.442,-12.978,8316.93,1357.61,-5444.216,9.19,False
40.73,-4.14,0,1.3164,1,-12.5835,-3.35481,-5.812,5668.64,-11.0466,-4265.36,-96793.22,11.574,-5.022,2136.66,41.758,-4.7844,10340.13,897.31,-5183.63,7.94,False
52.742,-1.14,0,1.3347,1,-12.0057,-4.95,-7.214,8872.84,-14.409,220.64,-96876.66,10.773,-3.9286,2126.01,6.74,-5.8418,8309.13,88.79,-5677.73,,False
48.324,-1.14,1,1.853,0,-13.1034,-4.2484,-8.206,8700.04,-14.586,-2866.76,-96907.696,8.0214,-4.1902,2173.53,21.31,-4.9516,9210.63,449.71,-5769.13,,False
79.84,-1.14,0,1.3844,1,-13.596,-5.394,-5.512,7534.04,-12.8139,-979.36,-96893.58,6.954,-3.9048,2054.217,39.292,-6.494,9363.63,-221.79,-5600.03,9.39,True
50.622,-1.14,1,1.2256,0,-12.0051,-3.4431,-7.432,7488.24,-13.2801,-1789.36,-96904.278,9.447,-3.7667,2196,33.462,-4.40948,8749.53,951.71,-5060.83,,True
60.5,-1.14,1,1.3026,0,-12.4089,-3.601,-4.7634,8552.04,-20.133,-1637.36,-96973.12,6.6084,-4.0117,2148.54,25.558,-4.7568,9173.73,127.024,-6157.63,,False
42.76,-1.14,0,2.105,1,-10.9014,-3.342542,-3.7518,8825.64,-13.5897,-3495.16,-96942.92,6.8079,-4.2097,1910.61,39.84,-6.552,10476.63,60.36,-5395.65,,False
60.1,-4.14,1,1.3063,1,-22.8,-3.3401661,-5.372,7901.24,-15.249,-3364.96,-96961.86,12.93,-3.9761,2323.02,51.46,-5.387,9658.2,682.61,-5331.63,8.23,False
65.94,-4.14,0,2.643,1,-15.132,-3.349905,-3.7768,7747.04,-13.524,-4573.36,-97226.8,7.623,-4.3856,1661.91,29.633,-4.4886,10203.33,133.099,-5024.93,,False
58.76,-4.14,0,1.3462,0,-11.0757,-3.5876,-3.3404,7647.64,-12.6354,-11409.36,-96910.794,9.306,-3.74537,3497.31,30.0998,-5.4926,12761.73,1111.71,-5333.13,,True
69.5,-4.14,1,2.052,1,-11.1795,-4.1763,-4.4988,7903.24,-13.1403,-5520.76,-96905.306,5.19087,-3.9649,2141.37,31.0238,-6.38,11800.23,299.11,-5348.73,9.12,False
65.06,-1.14,1,3.148,1,-12.8889,-3.3403244,-3.4354,8203.04,-16.629,-3627.76,-97093.76,5.7273,-4.5631,2108.25,47.156,-5.5088,9720.03,112.14,-5545.13,10.1,True
36.002,-4.14,0,1.1931,1,-16.344,-3.5754,-5.84,8636.68,-12.5742,-2558.16,-96959.82,12.189,-3.8482,2208.3,55.1,-5.9052,9665.7,1115.11,-5462.37,,False
85.26,-1.14,0,5.027,1,-11.4483,-4.487,-4.3934,5646.64,-11.0769,-3506.76,-96883.68,9.054,-4.6088,2167.11,30.3946,-5.5392,9151.53,131.951,-5603.93,,True
70.92,-4.14,1,1.2446,0,-10.8549,-4.521,-5.808,8084.64,-15.666,-3301.56,-96972.1,5.5461,-4.255,2021.109,29.8164,-5.4306,8005.53,-688.09,-5330.53,,False
44.046,-1.14,1,1.05724,0,-15.948,-3.35465,-4.2738,8771.84,-11.9169,2786.64,-96811.84,6.108,-3.72988,2566.11,15.542,-5.081,9556.17,4930.61,-5863.43,,False
38.324,-4.14,0,2.475,1,-11.1291,-3.4979,-3.7162,8221.64,-23.109,-4079.1,-96923.138,8.814,-4.3891,1591.71,31.3326,-5.4454,11317.53,51.13,-5440.565,8.02,False
44.326,-4.14,0,2.252,1,-11.826,-3.4753,-6.122,8628,-20.28,-329.36,-96460.4,5.19882,-3.7678,2042.4021,43.554,-8.792,9906.75,148.77,-5491.3,,True
37.51,-1.14,0,3.127,1,-14.298,-3.5444,-6.754,7946.24,-14.442,1526.64,-96902.524,5.34855,-3.7654,2049.528,31.3418,-4.5942,9532.47,85.98,-6409.53,9.94,True
41.25,-4.14,1,2.018,0,-11.3139,-3.4763,-4.419,8638.68,-11.7666,-1689.36,-96913.224,15.783,-3.8824,2012.898,14.602,-4.565,8997.63,-31.89,-5180.53,8.8,False
35.60424,-1.14,0,2.071,0,-11.0979,-3.5096,-4.3014,4406.64,-11.145,-2759.36,-96864.64,10.584,-3.8844,1545.21,23.608,-4.9824,11670.93,-80.19,-6070.43,,True
49.39,-4.14,1,1.07254,1,-11.9496,-3.5846,-4.5344,7406.64,-12.99,-2483.56,-97128.8,8.379,-3.7949,2393.01,27.142,-5.0228,8864.13,1073.51,-5162.63,8.6,False
77.32,-1.14,1,1.3966,0,-12.0846,-3.35497,-4.8618,7734.84,-11.2233,-3690.96,-96925.434,10.815,-5.867,2184.12,35.956,-5.8568,9317.43,370.11,-5690.33,9.9,False
48.84,-4.14,0,2.471,1,-13.914,-3.35431,-6.216,8172.04,-17.514,-3266.36,-96935.182,5.7618,-3.9808,2243.01,18.84,-5.996,9506.43,327.31,-5582.33,,True
69.56,-1.14,1,1.9925,0,-15.246,-4.71,-4.21,6895.24,-11.8227,-3897.08,-96947,8.43,-4.749,1923.93,43.262,-5.3268,9934.59,113.12,-5616.73,9.73,True
37.696,-1.14,1,2.329,1,-11.2236,-3.3400161,-7.784,8445.742,-12.4992,-3728.76,-96915.246,5.180214,-4.6353,1945.53,44.996,-6.84,11521.83,25.51,-5551.23,8.75,True
45.642,-4.14,0,1.9578,0,-14.358,-3.5424,-4.0072,7743.64,-12.3456,-4078.68,-96875.64,6.9789,-4.4318,2289.63,28.162,-5.834,9954.78,344.11,-5543.63,11.43,True
77,-4.14,0,1.1534,0,-12.2496,-3.3401178,-8.738,7196.24,-12.4185,-3898.26,-96953.72,7.3062,-8.127,1942.2,15.784,-5.2372,10601.73,-934.39,-5970.83,11,True
37.444,-4.14,0,1.9236,0,-13.911,-4.904,-4.4124,8757.84,-14.181,6636.64,-96920.274,7.4967,-3.71085,2642.61,55.36,-5.5926,9273.03,473.81,-5662.93,,False
51.178,-4.14,0,1.6028,0,-19.539,-4.517,-3.6104,8180.44,-12.2757,4666.64,-96930.448,7.3947,-3.7144,1772.88,25.972,-4.7964,9754.758,-26.29,-6077.83,10.21,False
60,-1.14,0,1.2342,1,-10.8075,-4.573,-4.2484,8499.24,-15.231,4222.64,-96692.8,5.6817,-3.71541,2149.35,34.758,-10.418,7161.03,-198.29,-5441.949,,False
38.646,-4.14,1,3.886,0,-16.701,-3.6184,-3.851,8150.04,-15.477,-4467.96,-96082,9.906,-4.2757,2530.71,27.666,-5.6604,9902.13,223.03,-5412.99,,False
42.424,-1.14,0,2.33,1,-13.11,-3.42309,-3.625,9116.84,-12.4524,-2698.96,-96862.02,5.9673,-4.5559,2576.91,40.126,-4.8734,8874.93,30.46,-5652.43,9.85,False
42.262,-4.14,1,2.285,1,-13.566,-4.496,-6.524,7795.04,-13.287,-5659.96,-96954.24,6.0201,-3.7594,2118.48,30.361,-6.462,10105.23,371.61,-5615.73,11.12,True
76.9,-1.14,1,4.484,1,-11.4576,-5.8,-3.6448,8339.46,-14.064,-4554.36,-96941.14,5.7642,-3.72094,1474.71,28.9522,-6.908,11224.83,113.47,-5474.45,,False
46.574,-1.14,0,3.282,0,-14.589,-3.37194,-5.61,8517.48,-16.242,-1029.36,-97059.94,5.7099,-3.8067,2218.05,24.162,-6.764,9575.52,215.44,-5549.53,8.24,False
88.14,-4.14,0,1.7322,0,-11.6958,-3.5779,-3.5782,8668.64,-15.114,-3772.92,-96914.154,5.5851,-7.337,3430.41,31.365,-6.27,8671.53,487.31,-5606.63,7.84,False
63.64,-1.14,0,1.3903,1,-11.5071,-3.35541,-4.6146,9691.64,-11.2161,-3739.16,-96964.48,5.27922,-4.5341,1899.66,24.754,-6.492,10394.43,-189.69,-5390.49,,False
57.58,-4.14,1,1.8107,1,-11.7291,-3.7367,-5.542,2356.64,-10.9311,-3731.76,-96918.19,6.3021,-6.409,2017.212,47.172,-5.0064,9159.03,-59.09,-5748.93,,True
55.94,-4.14,0,2.064,1,-15.513,-4.0691,-4.3078,8376.5,-12.99,-2687.56,-96909.494,6.6072,-3.9751,2335.05,18.228,-5.2224,9676.74,306.61,-5819.53,,True
38.3,-4.14,1,2.966,0,-10.8333,-3.35501,-5.952,8524.34,-17.781,-3388.36,-97084.32,6.9441,-4.1465,1963.47,18.31,-4.5476,11083.23,59.34,-5341.53,,False
52.496,-4.14,1,2.211,0,-15.882,-3.38731,-4.8626,8066.64,-18.642,-3708.96,-96867.68,6.2355,-4.732,2572.41,28.794,-7.106,9447.93,436.51,-5513.85,10.36,True
45.08,-1.14,0,1.4885,1,-17.313,-4.346,-6.648,7380.84,-13.0632,-4664.16,-97005.08,5.835,-4.4712,2144.85,34.052,-4.9706,9983.91,896.71,-5541.99,,True
68.54,-4.14,0,1.1937,0,-21.939,-3.3563,-3.3824,8612.62,-18.456,-3437.76,-96926.59,8.496,-4.3156,4956.51,22.734,-5.1996,9663.15,1495.61,-5309.73,10.91,False
93.1,-4.14,0,1.1374,1,-10.70997,-3.340316,-3.5136,4642.64,-11.0352,-2853.36,-96909.404,7.7559,-3.8853,2964.51,30.3158,-4.968,8876.43,1809.61,-6086.23,,True
55.388,-4.14,0,2.638,0,-11.5368,-3.923,-3.3682,8457.232,-14.898,-253.36,-96913.662,10.566,-3.8299,3312.21,14.342,-5.1364,8818.23,186.72,-5895.53,10.3,False
103.54,-4.14,0,2.951,0,-12.0087,-3.6471,-4.7336,11750.64,-11.0067,-3769.38,-97466.8,6.3807,-5.079,2465.91,34.358,-4.37892,9116.13,265.01,-4104.63,,False
80.32,-4.14,0,1.1029,0,-13.1637,-3.37279,-5.0572,7745.44,-12.8289,-4252.36,-95737,6.4938,-4.2663,2199.6,28.9712,-5.7066,9964.86,2189.61,-5436.25,,True
104.86,-4.14,1,1.8731,1,-16.395,-3.9642,-4.282,11208.64,-10.84281,-3854.92,-96974.82,9.918,-7.713,2485.71,35.786,-5.6108,9659.34,415.41,-5574.33,,True
63.4,-4.14,0,1.09423,0,-11.8476,-3.9677,-9.556,5062.64,-11.1387,-3543.56,-96829.38,5.42307,-4.853,2051.493,25.298,-5.3774,9050.73,-1318.39,-5428.92,9.96,True
44.88,-4.14,1,2.259,0,-16.635,-4.932,-3.9018,7203.64,-11.5065,-3770.7,-96955.76,5.865,-4.812,1714.11,38.084,-4.4804,9923.07,92.45,-6941.63,8.82,True
39.196,-1.14,0,1.8313,0,-11.0754,-3.7993,-5.38,8475.32,-13.4823,-2758.96,-96905.362,6.9006,-3.9165,2090.13,61.62,-5.7162,9864,221.77,-5608.53,10.05,False
91.52,-4.14,1,3.119,1,-12.7902,-4.1848,-6.202,11250.64,-10.82826,-3684.16,-97155.4,6.0609,-4.875,2015.616,8.56,-4.4544,10017.39,142.04,-6868.63,,True
45.516,-4.14,0,1.3831,1,-11.3868,-3.34232,-7.742,8822.04,-11.9703,-3786.2,-96922.434,5.9049,-6.543,2152.05,42.57,-4.4938,8895.63,808.51,-6707.63,,True
70.82,-4.14,0,1.6473,1,-20.523,-4.2877,-7.272,9289.04,-11.8827,-73.36,-96902.486,7.3149,-3.73164,1937.31,27.33,-4.7512,9888.24,-91.89,-5935.63,,True
102.78,-1.14,0,2.179,1,-10.6536,-4.357,-4.3878,7416.24,-11.4666,-2051.96,-97162.8,6,-3.7903,2314.38,36.254,-5.21,9751.716,358.91,-5999.93,9.44,False
46.01,-4.14,1,1.1966,1,-10.7841,-3.4763,-5.886,8976.04,-13.2288,-3633.16,-96874.3,5.20686,-7.054,2135.91,37.21,-7.252,2761.53,-480.59,-5468.34,9.34,True
68.26,-4.14,1,1.1146,0,-18.261,-4.486,-3.8874,8552.3,-14.643,-2530.96,-96937.416,8.613,-3.833,1136.31,15.338,-5.5052,9989.88,-1976.39,-5685.23,,True
48.102,-4.14,1,1.1104,0,-12.189,-4.1269,-7.24,8162.44,-17.508,-1693.36,-97048.3,7.2699,-3.9869,2089.47,47.856,-7.938,8855.73,-414.99,-5536.22,,True
41.966,-1.14,0,1.6802,0,-11.4684,-3.6344,-5.1166,3322.64,-10.81485,-3463.36,-96976.24,7.9818,-3.8483,2279.7,27.592,-5.6018,9239.13,412.91,-5410.67,,True
57.6,-4.14,1,1.8027,1,-10.69275,-4.0484,-7.144,8868.64,-11.8569,-4534.76,-96904.806,7.1904,-4.0014,2119.35,31.4832,-4.3535,14317.53,508.21,-5926.53,7.76,False
69.86,-4.14,0,3.651,0,-16.251,-4.0976,-3.3944,9317.24,-11.727,-3793.66,-96809.14,5.32347,-5.294,401.61,35.79,-5.4308,9933.87,45.71,-5385.06,10.8,False
50.88,-4.14,1,1.3077,0,-14.7,-3.4586,-4.2886,8529.54,-15.981,-1803.36,-97088.26,8.832,-4.0968,2132.13,21.54,-6.568,9384.33,-301.79,-5550.33,10.3,True
48.556,-4.14,1,2.699,1,-11.9625,-3.39709,-4.5562,9135.04,-11.5704,-3431.56,-96866.64,5.7213,-4.841,2426.01,47.018,-6.754,8959.83,271.81,-5596.43,10.04,True
43.434,-4.14,1,1.05491,1,-13.3605,-3.9875,-8.504,4982.64,-11.1561,-3932.278,-97003.52,8.0754,-5.171,2099.43,42.08,-7.874,9776.859,3302.61,-5475.41,,False
59.4,-4.14,1,1.7309,0,-11.7168,-3.5335,-6.26,9620.64,-11.1291,-3345.96,-96867.28,6.2541,-3.8194,2107.95,26.248,-4.9232,9799.722,225.62,-5158.33,,False
57.78,-4.14,0,2.631,0,-19.086,-5.24,-8.86,8493.22,-13.5729,-2703.76,-96986.3,8.022,-4.0915,2059.077,14.72,-9.484,9668.34,74.11,-5442.188,,False
48.334,-4.14,0,2.352,0,-13.4502,-3.6129,-4.265,6498.64,-11.3094,-3808.2,-96863,7.4325,-4.922,2238.75,23.634,-4.7708,9835.62,265.61,-6167.33,10.32,True
53.896,-1.14,1,2.481,1,-11.5383,-3.36192,-3.752,9414.24,-11.0985,-4857.76,-96470.4,5.7072,-3.9565,2281.17,13.514,-5.5974,11078.73,280.71,-5432.04,,False
53.228,-1.14,1,2.247,0,-13.4379,-3.34181,-4.131,8548.42,-17.418,-3991.36,-96955.12,5.9079,-6.553,2153.16,26.804,-4.6286,10115.13,241.01,-5155.23,,False
79.92,-4.14,1,1.7938,1,-10.64685,-3.6554,-5.186,9051.24,-11.1927,-3901.4,-96919.622,5.4651,-4.0677,2083.98,34.678,-7.366,15496.53,364.81,-5534.18,,True
49.676,-4.14,0,1.8624,0,-11.7201,-3.347319,-7.132,7980.64,-14.484,-3896.52,-97245.8,5.2137,-4.4864,1989.15,41.64,-4.6318,10351.23,2.91,-5433.07,,True
39.708,-4.14,1,4.36,0,-12.2643,-4.74,-3.31162,7967.84,-13.818,-2879.36,-97063.46,6.3927,-4.062,3945.21,22.492,-6.1082,9321.93,166.21,-5632.83,10.89,True
48.134,-4.14,0,1.9482,1,-11.8017,-4.529,-7.738,6871.84,-11.8353,-4658.56,-96719.94,5.31225,-3.8625,2066.046,21.378,-5.3234,10605.33,356.71,-5765.53,,True
59.04,-1.14,0,1.4201,1,-14.784,-3.8103,-6.39,8529.18,-12.7071,-2822.36,-96934.23,5.994,-4.1416,2084.25,27.408,-4.4468,9540.99,-64.09,-5176.13,,False
57.08,-4.14,0,1.1997,1,-18.687,-3.35922,-5.1174,6493.84,-11.2722,-2924.16,-96951.92,5.169396,-4.1013,2200.71,40.134,-4.664,9658.11,562.81,-6022.43,10.61,False
91.66,-4.14,1,2.497,0,-14.649,-3.5681,-5.222,7365.04,-13.1163,-4427.56,-96933.648,9.729,-4.3661,2212.56,23.412,-6.522,9978.24,336.21,-5512.41,8.84,False
43.8,-4.14,1,1.1887,0,-16.521,-3.6009,-5.83,7716.84,-13.824,-3809.84,-96883,7.2717,-5.028,2254.35,40.594,-4.8404,9561.69,910.01,-5203.33,,False
42.06,-1.14,1,1.319,0,-15.708,-6.184,-5.754,8366.16,-12.3852,-3557.36,-96347.2,7.0854,-4.1491,2088.42,20.752,-8.7,9766.521,206.46,-5435.35,10.59,False
37.4098,-1.14,0,4.224,0,-10.8957,-3.42135,-4.0732,7711.04,-12.2154,-4037.2,-96775.48,6.0072,-4.4688,2378.61,21.426,-4.9558,10892.43,205.27,-5673.53,9.53,True
47.324,-1.14,0,1.07574,1,-16.383,-3.4537,-8.518,3986.64,-11.1522,-4121.18,-96271.4,8.0235,-6.033,2002.95,25.976,-4.7406,10086.63,434.51,-5375.67,10.86,True
66.66,-4.14,1,1.08859,1,-14.157,-3.34731,-3.5274,8565.08,-11.7705,2052.64,-96570.2,6.7497,-3.73386,2454.81,46.93,-5.4908,9526.35,-513.99,-5403.12,8.38,False
60.24,-1.14,1,3.798,0,-14.619,-5.584,-4.6178,8254.06,-14.682,-3682.56,-96908.296,8.784,-4.108,1486.41,36.288,-7.62,10302.93,31.87,-5558.63,10.47,False
50.13,-1.14,1,1.6257,0,-11.5779,-3.6055,-6.66,8455.202,-12.1809,-3893.68,-96862.56,8.0205,-5.814,1978.53,29.7896,-4.7172,10603.53,3.21,-5474.17,,False
70.16,-4.14,0,1.1114,1,-11.0796,-6.806,-4.1272,-7725.36,-10.74414,-3850.24,-96964.04,6.8838,-6.139,2742.51,43.508,-5.0356,7313.13,2065.61,-5386.11,,False
